id,nome,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dist10,dist11,dist12,dist13,dist14,dist15,dist16,dist17,dist18,dist19,dist20,dist21,dist22,dist23,dist24,dist25,dist26,dist27,dist28
F01,Farmacia Comunale 1 – Piazza Municipio,0.0,1.334236381622919,1.8755003834031907,0.288954371384238,0.22516000567071845,0.3888025465025841,0.9132211131910803,1.4872767412359003,0.7184023966116873,1.547195768855968,2.255976245205644,0.5611189782291715,1.017387943709428,1.137436634098517,0.6815895088192375,1.5434841122752923,0.7587520307815929,2.1864213896966684,0.12252402658717436,2.068432930149575,1.818041585707067,0.8546607869963522,2.0736059243453853,0.5308300510759975,1.6744692467314375,1.912617776692472,0.3014899423196722,2.5460123878710466
F02,Farmacia Comunale 2 – Via Bologna,1.334236381622919,0.0,1.0776315644543408,1.6147305234771026,1.1099776957956564,1.0937845485508508,2.232946171355573,2.142132156444467,1.322271523794234,2.875181213534443,3.5831121267223085,1.7407480740798629,0.3544316894922646,2.4284697076098487,0.7552490205457703,2.6797189963327566,1.808828037170949,3.1300905495302747,1.378793946162117,0.7821563698452589,2.3740814523104743,2.1776899667902443,0.8202304698225318,1.4074367577364453,1.9016948085609142,1.6717994365171283,1.1123331690841123,2.7998447277768848
F03,Farmacia Comunale 3 – Via Modena,1.8755003834031907,1.0776315644543408,0.0,2.1508549333964475,1.6833657320494368,1.8423396053779173,2.7476476190890153,1.8214653472641262,2.2024456453039742,3.331144673074487,4.019961856356226,1.9983672374247878,1.3114800263776765,2.6852037914573854,1.2143813205774219,2.6812258447681394,2.5663605346744287,2.866585317771793,1.8468182650569942,0.8724585168621856,3.358096042578242,2.543395916846654,1.5699518680317663,1.608111256269155,2.9409341891416805,0.8061040680671078,1.8067027166579832,2.0352649215484098
F04,Farmacia Andreotti – Corso Giovecca,0.288954371384238,1.6147305234771026,2.1508549333964475,0.0,0.511933144740771,0.5884620178535661,0.6245381360066773,1.5476977502819975,0.7803403784608138,1.2614811088242033,1.9701327157290236,0.519539858877842,1.288117197441413,0.9226118189671775,0.9687261718717516,1.4126969229655393,0.6037945537860993,2.1131876774647607,0.3067417052340756,2.355994683877071,1.7314592744850341,0.6121097075041119,2.33357496435753,0.6805312944766707,1.6851908381653613,2.1315546020433707,0.5276594450500142,2.6536819374305542
F05,Farmacia Bagni – Via Garibaldi,0.22516000567071845,1.1099776957956564,1.6833657320494368,0.511933144740771,0.0,0.29718388470770585,1.136353856429562,1.5195536520508004,0.7070519561051973,1.7721051060978705,2.480894927746428,0.7118649271715818,0.7990455658865782,1.3431437803884712,0.4731518894268451,1.7035712138638788,0.8973875740458046,2.3040764604378228,0.28153267829994627,1.8440989568273316,1.8748141108686662,1.0723971625641544,1.8593634125732488,0.5471585097586767,1.6588603448129515,1.7900103212175982,0.20447441882188355,2.5235689162327706
F06,Farmacia Bonora – Via Cavour,0.3888025465025841,1.0937845485508508,1.8423396053779173,0.5884620178535661,0.29718388470770585,0.0,1.166096898910674,1.8147439598245,0.4199184372915428,1.8105218198616484,2.512390955094507,0.9484635722537025,0.7450240817957802,1.5022848086453027,0.6451233780193011,1.9320939697065111,0.7379604376354227,2.568691297121663,0.5016544653311323,1.8678415936483854,1.605866118778273,1.1995685205586666,1.758741587485452,0.8408717477901091,1.3631133186400233,2.0399814230175077,0.09648149253771027,2.817904591681585
F07,Farmacia Caleffi – Via Rampari,0.9132211131910803,2.232946171355573,2.7476476190890153,0.6245381360066773,1.136353856429562,1.166096898910674,0.0,1.8068632759846865,1.194387421207392,0.644879720686545,1.3506038909163476,0.8423071924502393,1.8981243710060918,0.6493360886759771,1.5891927666707468,1.2828191847825499,0.7182544418911059,2.0543613919248473,0.9094137912583373,2.9801459687020917,1.736470582128397,0.38920149434218637,2.924312545241427,1.179775331445473,1.8966638368168554,2.6341476082323028,1.1266220339007784,2.9433007096062487
F08,Farmacia Casetti – Viale Po,1.4872767412359003,2.142132156444467,1.8214653472641262,1.5476977502819975,1.5195536520508004,1.8147439598245,1.8068632759846865,0.0,2.20100497661999,2.1259062438790974,2.6762781477954256,1.03992613421372,2.025996602435165,1.3436276969768328,1.4745393185083149,1.0001144797197845,2.150381963241222,1.0490887947536653,1.36688165107881,2.5335501738111406,3.2767103112437326,1.4320066295647078,2.951662043895358,0.9741028295581073,3.1599574833244897,1.2254095420069726,1.7190622162259594,1.136846587565709
F09,Farmacia Dallari – Via Ariosto,0.7184023966116873,1.322271523794234,2.2024456453039742,0.7803403784608138,0.7070519561051973,0.4199184372915428,1.194387421207392,2.20100497661999,0.0,1.8052892427746452,2.474039522917315,1.2562815787134798,0.9730145472026718,1.6789880366354948,1.043807920331153,2.1929233157848227,0.5487000291883413,2.880850367881182,0.8408430045444872,2.10169513112804,1.1912624775731984,1.3536759337511082,1.8378718033265085,1.230890877794565,0.9592819826396957,2.4535972601392815,0.5037697815444999,3.22984276889459
F10,Farmacia Del Dosso – Via Darsena,1.547195768855968,2.875181213534443,3.331144673074487,1.2614811088242033,1.7721051060978705,1.8105218198616484,0.644879720686545,2.1259062438790974,1.8052892427746452,0.0,0.7087898328259714,1.3462318602831862,2.5424869143562656,0.7823476524423351,2.2116894644367084,1.317062336533597,1.2809224987827694,2.048182488958393,1.5278680492449754,3.6152201002951827,2.0807686482409835,0.7941639439452618,3.5678945493231313,1.7276714822379242,2.3756054214098614,3.1236941839371526,1.7713169278044527,3.2246528726922854
F11,Farmacia Fantoni – Via Comacchio,2.255976245205644,3.5831121267223085,4.019961856356226,1.9701327157290236,2.480894927746428,2.512390955094507,1.3506038909163476,2.6762781477954256,2.474039522917315,0.7087898328259714,0.0,2.023145024975463,3.2484968641861642,1.3761958142127009,2.918390486098438,1.7396768527285518,1.9321412738022699,2.3470441980897903,2.2349125583745795,4.323845081421111,2.532459702713238,1.476988580098183,4.265780608164844,2.4119592966449575,2.925410849611959,3.7599848538714578,2.476720868653166,3.710719981708748
F12,Farmacia Forti – Corso Porta Reno,0.5611189782291715,1.7407480740798629,1.9983672374247878,0.519539858877842,0.7118649271715818,0.9484635722537025,0.8423071924502393,1.03992613421372,1.2562815787134798,1.3462318602831862,2.023145024975463,0.0,1.4756934065026206,0.707961096180774,0.9929198796699924,0.9919461215210553,1.1149158121529803,1.6281191970479871,0.4477255293081795,2.393869623365612,2.2491271729516504,0.5520706418158997,2.5339208436509506,0.3917292510572523,2.1921702621744217,1.7981408941715527,0.8573082509306356,2.1635818911318454
F13,Farmacia Frizzi – Via Frizzi,1.017387943709428,0.3544316894922646,1.3114800263776765,1.288117197441413,0.7990455658865782,0.7450240817957802,1.8981243710060918,2.025996602435165,0.9730145472026718,2.5424869143562656,3.2484968641861642,1.4756934065026206,0.0,2.1394712236913316,0.5553795335930153,2.4470913271908157,1.4544651604644994,2.960437880252727,1.0780322689301807,1.136382567788211,2.063141238114497,1.8708749343835804,1.0621920759935572,1.18417467987616,1.629585565096685,1.7745625031746834,0.7718720691857816,2.8108327711863024
F14,Farmacia Mastellari – Via Ripagrande,1.137436634098517,2.4284697076098487,2.6852037914573854,0.9226118189671775,1.3431437803884712,1.5022848086453027,0.6493360886759771,1.3436276969768328,1.6789880366354948,0.7823476524423351,1.3761958142127009,0.707961096180774,2.1394712236913316,0.0,1.6923217851895613,0.6370421638468191,1.3068610543990558,1.4102690298447342,1.06209765347568,3.1003847151760553,2.381164244387094,0.3277027160258139,3.2014354035160477,1.0942991225592265,2.4958901460872407,2.38380265811813,1.4290861722669141,2.447559309297534
F15,Farmacia Mazzini – Piazza Mazzini,0.6815895088192375,0.7552490205457703,1.2143813205774219,0.9687261718717516,0.4731518894268451,0.6451233780193011,1.5891927666707468,1.4745393185083149,1.043807920331153,2.2116894644367084,2.918390486098438,0.9929198796699924,0.5553795335930153,1.6923217851895613,0.0,1.925419119133744,1.3532493861828843,2.408052746637496,0.6838485860827782,1.41538037799732,2.233950904748636,1.4665484293285131,1.5671225148205972,0.6527322127592439,1.9193010201637686,1.4172141856496998,0.5968816983216282,2.322679077171217
F16,Farmacia Modonesi – Via Palestro,1.5434841122752923,2.6797189963327566,2.6812258447681394,1.4126969229655393,1.7035712138638788,1.9320939697065111,1.2828191847825499,1.0001144797197845,2.1929233157848227,1.317062336533597,1.7396768527285518,0.9919461215210553,2.4470913271908157,0.6370421638468191,1.925419119133744,0.0,1.8981016332185316,0.7732403618161399,1.4367035552549712,3.251995536696464,3.0024280318746657,0.9224693166136453,3.4915363262182724,1.2726925751134992,3.0724694655889224,2.2011288510187295,1.8440686546906218,1.9713177061621956
F17,Farmacia Paolini – Via Porta San Pietro,0.7587520307815929,1.808828037170949,2.5663605346744287,0.6037945537860993,0.8973875740458046,0.7379604376354227,0.7182544418911059,2.150381963241222,0.5487000291883413,1.2809224987827694,1.9321412738022699,1.1149158121529803,1.4544651604644994,1.3068610543990558,1.3532493861828843,1.8981016332185316,0.0,2.6429624044181144,0.848740701029068,2.590043124760084,1.1378762765538044,0.9850521571674393,2.3813730367365573,1.2631550712083721,1.190012493890394,2.669843138978275,0.760489807549721,3.256637737202543
F18,Farmacia Raveri – Via Ravenna,2.1864213896966684,3.1300905495302747,2.866585317771793,2.1131876774647607,2.3040764604378228,2.568691297121663,2.0543613919248473,1.0490887947536653,2.880850367881182,2.048182488958393,2.3470441980897903,1.6281191970479871,2.960437880252727,1.4102690298447342,2.408052746637496,0.7732403618161399,2.6429624044181144,0.0,2.0682001470962503,3.57675372032336,3.7625196339562983,1.6856144456583282,3.9493846293035832,1.7910479038091227,3.796237317614475,2.2111753724990577,2.474497949159185,1.550012651686366
F19,Farmacia Riminaldi – Viale Cavour,0.12252402658717436,1.378793946162117,1.8468182650569942,0.3067417052340756,0.28153267829994627,0.5016544653311323,0.9094137912583373,1.36688165107881,0.8408430045444872,1.5278680492449754,2.2349125583745795,0.4477255293081795,1.0780322689301807,1.06209765347568,0.6838485860827782,1.4367035552549712,0.848740701029068,2.0682001470962503,0.0,2.092321232093628,1.9294262889190656,0.7989155150469887,2.1395564515432484,0.41992357621875886,1.796284310394522,1.8364104970846098,0.4096441988593335,2.4332374368084544
F20,Farmacia Rinaldi – Via Kennedy,2.068432930149575,0.7821563698452589,0.8724585168621856,2.355994683877071,1.8440989568273316,1.8678415936483854,2.9801459687020917,2.5335501738111406,2.10169513112804,3.6152201002951827,4.323845081421111,2.393869623365612,1.136382567788211,3.1003847151760553,1.41538037799732,3.251995536696464,2.590043124760084,3.57675372032336,2.092321232093628,0.0,3.1040823207749417,2.881867125156388,0.7749889242443883,2.020253799638167,2.5876954307821536,1.6725621984360004,1.8772289359356424,2.900397246577326
F21,Farmacia Rossi – Via Piangipane,1.818041585707067,2.3740814523104743,3.358096042578242,1.7314592744850341,1.8748141108686662,1.605866118778273,1.736470582128397,3.2767103112437326,1.1912624775731984,2.0807686482409835,2.532459702713238,2.2491271729516504,2.063141238114497,2.381164244387094,2.233950904748636,3.0024280318746657,1.1378762765538044,3.7625196339562983,1.9294262889190656,3.1040823207749417,0.0,2.0800578849822657,2.61752543997096,2.3482158628631242,0.5943087680972438,3.6445648490833875,1.6802903824526443,4.362650566530294
F22,Farmacia Samaritana – Piazza Ariostea,0.8546607869963522,2.1776899667902443,2.543395916846654,0.6121097075041119,1.0723971625641544,1.1995685205586666,0.38920149434218637,1.4320066295647078,1.3536759337511082,0.7941639439452618,1.476988580098183,0.5520706418158997,1.8708749343835804,0.3277027160258139,1.4665484293285131,0.9224693166136453,0.9850521571674393,1.6856144456583282,0.7989155150469887,2.881867125156388,2.0800578849822657,0.0,2.928254415399841,0.9361636982870856,2.1717612895920473,2.3386393873348226,1.1331455476659034,2.5657268454922595
F23,Farmacia Sant'Anna – Via Boschetto,2.0736059243453853,0.8202304698225318,1.5699518680317663,2.33357496435753,1.8593634125732488,1.758741587485452,2.924312545241427,2.951662043895358,1.8378718033265085,3.5678945493231313,4.265780608164844,2.5339208436509506,1.0621920759935572,3.2014354035160477,1.5671225148205972,3.4915363262182724,2.3813730367365573,3.9493846293035832,2.1395564515432484,0.7749889242443883,2.61752543997096,2.928254415399841,0.0,2.219240583942015,2.048171953032327,2.3202875058096617,1.806844495459508,3.5179984263767983
F24,Farmacia Scandurra – Via Porta Mare,0.5308300510759975,1.4074367577364453,1.608111256269155,0.6805312944766707,0.5471585097586767,0.8408717477901091,1.179775331445473,0.9741028295581073,1.230890877794565,1.7276714822379242,2.4119592966449575,0.3917292510572523,1.18417467987616,1.0942991225592265,0.6527322127592439,1.2726925751134992,1.2631550712083721,1.7910479038091227,0.41992357621875886,2.020253799638167,2.3482158628631242,0.9361636982870856,2.219240583942015,0.0,2.1900411781862523,1.4647692417971887,0.7450276299681581,2.015190918946963
F25,Farmacia Tondini – Via Ferrarese,1.6744692467314375,1.9016948085609142,2.9409341891416805,1.6851908381653613,1.6588603448129515,1.3631133186400233,1.8966638368168554,3.1599574833244897,0.9592819826396957,2.3756054214098614,2.925410849611959,2.1921702621744217,1.629585565096685,2.4958901460872407,1.9193010201637686,3.0724694655889224,1.190012493890394,3.796237317614475,1.796284310394522,2.5876954307821536,0.5943087680972438,2.1717612895920473,2.048171953032327,2.1900411781862523,0.0,3.330579897059177,1.454429255224085,4.180784974751014
F26,Farmacia Ventura – Via Pontegradella,1.912617776692472,1.6717994365171283,0.8061040680671078,2.1315546020433707,1.7900103212175982,2.0399814230175077,2.6341476082323028,1.2254095420069726,2.4535972601392815,3.1236941839371526,3.7599848538714578,1.7981408941715527,1.7745625031746834,2.38380265811813,1.4172141856496998,2.2011288510187295,2.669843138978275,2.2111753724990577,1.8364104970846098,1.6725621984360004,3.6445648490833875,2.3386393873348226,2.3202875058096617,1.4647692417971887,3.330579897059177,0.0,1.97131507895607,1.229297996665057
